@HD	VN:1.6
@SQ	SN:1	LN:249250621	UR:file://hs37d5.fa	M5:1b22b98cdeb4a9304cb5d48026a85128
@SQ	SN:2	LN:243199373	UR:file://hs37d5.fa	M5:a0d9851da00400dec1098a9255ac712e
@SQ	SN:3	LN:198022430	UR:file://hs37d5.fa	M5:fdfd811849cc2fadebc929bb925902e5
@SQ	SN:4	LN:191154276	UR:file://hs37d5.fa	M5:23dccd106897542ad87d2765d28a19a1
@SQ	SN:5	LN:180915260	UR:file://hs37d5.fa	M5:0740173db9ffd264d728f32784845cd7
@SQ	SN:6	LN:171115067	UR:file://hs37d5.fa	M5:1d3a93a248d92a729ee764823acbbc6b
@SQ	SN:7	LN:159138663	UR:file://hs37d5.fa	M5:618366e953d6aaad97dbe4777c29375e
@SQ	SN:8	LN:146364022	UR:file://hs37d5.fa	M5:96f514a9929e410c6651697bded59aec
@SQ	SN:9	LN:141213431	UR:file://hs37d5.fa	M5:3e273117f15e0a400f01055d9f393768
@SQ	SN:10	LN:135534747	UR:file://hs37d5.fa	M5:988c28e000e84c26d552359af1ea2e1d
@SQ	SN:11	LN:135006516	UR:file://hs37d5.fa	M5:98c59049a2df285c76ffb1c6db8f8b96
@SQ	SN:12	LN:133851895	UR:file://hs37d5.fa	M5:51851ac0e1a115847ad36449b0015864
@SQ	SN:13	LN:115169878	UR:file://hs37d5.fa	M5:283f8d7892baa81b510a015719ca7b0b
@SQ	SN:14	LN:107349540	UR:file://hs37d5.fa	M5:98f3cae32b2a2e9524bc19813927542e
@SQ	SN:15	LN:102531392	UR:file://hs37d5.fa	M5:e5645a794a8238215b2cd77acb95a078
@SQ	SN:16	LN:90354753	UR:file://hs37d5.fa	M5:fc9b1a7b42b97a864f56b348b06095e6
@SQ	SN:17	LN:81195210	UR:file://hs37d5.fa	M5:351f64d4f4f9ddd45b35336ad97aa6de
